City,ProductName,Weight,Stock,BuyPrice,SellPrice
8Коралловый риф,Пшеница (зерно),1,30,25,19
8Коралловый риф,Глазурованная керамика,1,30,86,66
8Коралловый риф,Индиго (синий краситель),1,30,63,48
8Коралловый риф,Лунный лотос,1,30,266,204
8Коралловый риф,Папирус,1,30,46,35
8Коралловый риф,Заморские пряности,1,30,49,37
8Коралловый риф,Морской жемчуг,1,30,38,26
9Медные копи,Алмазы,1,30,308,236
9Медные копи,Золотые финики,1,30,24,18
9Медные копи,Каменная соль,1,30,39,30
9Медные копи,Верблюжья шерсть,1,30,41,31
9Медные копи,Амулеты попутного самума,1,30,107,82
9Медные копи,Прах тлеющих ифритов,1,30,176,135
9Медные копи,Медная и оловянная руда,1,30,15,10
9Медные копи,Серебро (слитки),1,30,55,42
9Медные копи,Вечный лёд горы Каф,1,30,67,51
9Медные копи,Джамбия Падающей Звезды,1,30,91,70
9Медные копи,Драгоценные камни (изумруды/рубины),1,30,151,116
9Медные копи,Пшеница (зерно),1,30,19,14
9Медные копи,Глазурованная керамика,1,30,71,54
9Медные копи,Индиго (синий краситель),1,30,49,37
9Медные копи,Лунный лотос,1,30,223,171
9Медные копи,Папирус,1,30,36,27
9Медные копи,Заморские пряности,1,30,58,44
9Медные копи,Морской жемчуг,1,30,110,84
10Серебряный пик,Алмазы,1,30,404,308
10Серебряный пик,Золотые финики,1,30,33,25
10Серебряный пик,Каменная соль,1,30,39,30
10Серебряный пик,Верблюжья шерсть,1,30,49,37
10Серебряный пик,Амулеты попутного самума,1,30,124,95
10Серебряный пик,Прах тлеющих ифритов,1,30,202,155
10Серебряный пик,Медная и оловянная руда,1,30,28,21
10Серебряный пик,Серебро (слитки),1,30,30,20
10Серебряный пик,Вечный лёд горы Каф,1,30,85,65
10Серебряный пик,Джамбия Падающей Звезды,1,30,71,54
10Серебряный пик,Драгоценные камни (изумруды/рубины),1,30,125,96
10Серебряный пик,Пшеница (зерно),1,30,23,17
10Серебряный пик,Глазурованная керамика,1,30,81,62
10Серебряный пик,Индиго (синий краситель),1,30,59,45
10Серебряный пик,Лунный лотос,1,30,251,193
10Серебряный пик,Папирус,1,30,42,32
10Серебряный пик,Заморские пряности,1,30,71,54
10Серебряный пик,Морской жемчуг,1,30,129,99
11Кузня Звездопада,Алмазы,1,30,484,372
11Кузня Звездопада,Золотые финики,1,30,33,25
11Кузня Звездопада,Каменная соль,1,30,45,34
11Кузня Звездопада,Верблюжья шерсть,1,30,55,42
11Кузня Звездопада,Амулеты попутного самума,1,30,138,106
11Кузня Звездопада,Прах тлеющих ифритов,1,30,225,173
11Кузня Звездопада,Медная и оловянная руда,1,30,36,27
11Кузня Звездопада,Серебро (слитки),1,30,54,41
11Кузня Звездопада,Вечный лёд горы Каф,1,30,101,77
11Кузня Звездопада,Джамбия Падающей Звезды,1,30,40,28
11Кузня Звездопада,Драгоценные камни (изумруды/рубины),1,30,104,80
11Кузня Звездопада,Пшеница (зерно),1,30,26,20
11Кузня Звездопада,Глазурованная керамика,1,30,90,69
11Кузня Звездопада,Индиго (синий краситель),1,30,59,45
11Кузня Звездопада,Лунный лотос,1,30,276,212
11Кузня Звездопада,Папирус,1,30,49,37
11Кузня Звездопада,Заморские пряности,1,30,82,63
11Кузня Звездопада,Морской жемчуг,1,30,147,113
12Ледяная вершина,Алмазы,1,30,412,316
12Ледяная вершина,Золотые финики,1,30,29,22
12Ледяная вершина,Каменная соль,1,30,39,30
12Ледяная вершина,Верблюжья шерсть,1,30,46,35
12Ледяная вершина,Амулеты попутного самума,1,30,125,96
12Ледяная вершина,Прах тлеющих ифритов,1,30,206,158
12Ледяная вершина,Медная и оловянная руда,1,30,29,22
12Ледяная вершина,Серебро (слитки),1,30,73,56
12Ледяная вершина,Вечный лёд горы Каф,1,30,35,24
12Ледяная вершина,Джамбия Падающей Звезды,1,30,115,88
12Ледяная вершина,Драгоценные камни (изумруды/рубины),1,30,179,137
12Ледяная вершина,Пшеница (зерно),1,30,24,18
12Ледяная вершина,Глазурованная керамика,1,30,82,63
12Ледяная вершина,Индиго (синий краситель),1,30,59,45
12Ледяная вершина,Лунный лотос,1,30,255,196
12Ледяная вершина,Папирус,1,30,43,33
12Ледяная вершина,Заморские пряности,1,30,73,56
12Ледяная вершина,Морской жемчуг,1,30,132,101
13Самоцветное ущелье,Алмазы,1,30,636,488
13Самоцветное ущелье,Золотые финики,1,30,42,32
13Самоцветное ущелье,Каменная соль,1,30,55,42
13Самоцветное ущелье,Верблюжья шерсть,1,30,67,51
13Самоцветное ущелье,Амулеты попутного самума,1,30,166,127
13Самоцветное ущелье,Прах тлеющих ифритов,1,30,267,205
13Самоцветное ущелье,Медная и оловянная руда,1,30,49,37
13Самоцветное ущелье,Серебро (слитки),1,30,78,60
13Самоцветное ущелье,Вечный лёд горы Каф,1,30,130,100
13Самоцветное ущелье,Джамбия Падающей Звезды,1,30,86,66
13Самоцветное ущелье,Драгоценные камни (изумруды/рубины),1,30,48,33
13Самоцветное ущелье,Пшеница (зерно),1,30,33,25
13Самоцветное ущелье,Глазурованная керамика,1,30,107,82
13Самоцветное ущелье,Индиго (синий краситель),1,30,82,63
13Самоцветное ущелье,Лунный лотос,1,30,323,248
13Самоцветное ущелье,Папирус,1,30,59,45
13Самоцветное ущелье,Заморские пряности,1,30,103,79
13Самоцветное ущелье,Морской жемчуг,1,30,124,95
14Житница,Алмазы,1,30,328,252
14Житница,Золотые финики,1,30,25,19
14Житница,Каменная соль,1,30,34,26
14Житница,Верблюжья шерсть,1,30,43,33
14Житница,Амулеты попутного самума,1,30,111,85
14Житница,Прах тлеющих ифритов,1,30,182,140
14Житница,Медная и оловянная руда,1,30,50,38
14Житница,Серебро (слитки),1,30,82,63
14Житница,Вечный лёд горы Каф,1,30,99,76
14Житница,Джамбия Падающей Звезды,1,30,128,98
14Житница,Драгоценные камни (изумруды/рубины),1,30,194,149
14Житница,Пшеница (зерно),1,30,8,5
14Житница,Глазурованная керамика,1,30,52,40
14Житница,Индиго (синий краситель),1,30,33,25
14Житница,Лунный лотос,1,30,173,133
14Житница,Папирус,1,30,24,18
14Житница,Заморские пряности,1,30,62,47
14Житница,Морской жемчуг,1,30,115,88
15Тростниковые заросли,Алмазы,1,30,412,316
15Тростниковые заросли,Золотые финики,1,30,29,22
15Тростниковые заросли,Каменная соль,1,30,39,30
15Тростниковые заросли,Верблюжья шерсть,1,30,50,38
15Тростниковые заросли,Амулеты попутного самума,1,30,125,96
15Тростниковые заросли,Прах тлеющих ифритов,1,30,206,158
15Тростниковые заросли,Медная и оловянная руда,1,30,41,31
15Тростниковые заросли,Серебро (слитки),1,30,97,74
15Тростниковые заросли,Вечный лёд горы Каф,1,30,115,88
15Тростниковые заросли,Джамбия Падающей Звезды,1,30,146,112
15Тростниковые заросли,Драгоценные камни (изумруды/рубины),1,30,216,166
15Тростниковые заросли,Пшеница (зерно),1,30,15,11
15Тростниковые заросли,Глазурованная керамика,1,30,62,47
15Тростниковые заросли,Индиго (синий краситель),1,30,41,31
15Тростниковые заросли,Лунный лотос,1,30,198,152
15Тростниковые заросли,Папирус,1,30,13,8
15Тростниковые заросли,Заморские пряности,1,30,82,63
15Тростниковые заросли,Морской жемчуг,1,30,132,101
16Глиняный берег,Алмазы,1,30,568,436
16Глиняный берег,Золотые финики,1,30,38,29
16Глиняный берег,Каменная соль,1,30,50,38
16Глиняный берег,Верблюжья шерсть,1,30,62,47
16Глиняный берег,Амулеты попутного самума,1,30,153,117
16Глиняный берег,Прах тлеющих ифритов,1,30,247,190
16Глиняный берег,Медная и оловянная руда,1,30,54,41
16Глиняный берег,Серебро (слитки),1,30,98,75
16Глиняный берег,Вечный лёд горы Каф,1,30,145,111
16Глиняный берег,Джамбия Падающей Звезды,1,30,180,138
16Глиняный берег,Драгоценные камни (изумруды/рубины),1,30,257,197
16Глиняный берег,Пшеница (зерно),1,30,21,16
16Глиняный берег,Глазурованная керамика,1,30,20,14
16Глиняный берег,Индиго (синий краситель),1,30,56,43
16Глиняный берег,Лунный лотос,1,30,101,77
16Глиняный берег,Папирус,1,30,41,31
16Глиняный берег,Заморские пряности,1,30,94,72
16Глиняный берег,Морской жемчуг,1,30,164,126
17Тайная заводь,Алмазы,1,30,588,452
17Тайная заводь,Золотые финики,1,30,43,33
17Тайная заводь,Каменная соль,1,30,56,43
17Тайная заводь,Верблюжья шерсть,1,30,68,52
17Тайная заводь,Амулеты попутного самума,1,30,169,130
17Тайная заводь,Прах тлеющих ифритов,1,30,273,210
17Тайная заводь,Медная и оловянная руда,1,30,62,47
17Тайная заводь,Серебро (слитки),1,30,137,105
17Тайная заводь,Вечный лёд горы Каф,1,30,163,125
17Тайная заводь,Джамбия Падающей Звезды,1,30,201,154
17Тайная заводь,Драгоценные камни (изумруды/рубины),1,30,281,216
17Тайная заводь,Пшеница (зерно),1,30,26,20
17Тайная заводь,Глазурованная керамика,1,30,37,28
17Тайная заводь,Индиго (синий краситель),1,30,65,50
17Тайная заводь,Лунный лотос,1,30,55,38
17Тайная заводь,Папирус,1,30,47,36
17Тайная заводь,Заморские пряности,1,30,107,82
17Тайная заводь,Морской жемчуг,1,30,184,141
18Красильни,Алмазы,1,30,412,316
18Красильни,Золотые финики,1,30,29,22
18Красильни,Каменная соль,1,30,39,30
18Красильни,Верблюжья шерсть,1,30,50,38
18Красильни,Амулеты попутного самума,1,30,104,80
18Красильни,Прах тлеющих ифритов,1,30,206,158
18Красильни,Медная и оловянная руда,1,30,41,31
18Красильни,Серебро (слитки),1,30,97,74
18Красильни,Вечный лёд горы Каф,1,30,115,88
18Красильни,Джамбия Падающей Звезды,1,30,146,112
18Красильни,Драгоценные камни (изумруды/рубины),1,30,216,166
18Красильни,Пшеница (зерно),1,30,15,11
18Красильни,Глазурованная керамика,1,30,62,47
18Красильни,Индиго (синий краситель),1,30,18,12
18Красильни,Лунный лотос,1,30,198,152
18Красильни,Папирус,1,30,30,23
18Красильни,Заморские пряности,1,30,73,56
18Красильни,Морской жемчуг,1,30,132,101
